,source,target,type,url,content
27,ville de Bordeaux,IER,a pour client,https://www.ugap.fr/editeurs-logiciels/impression-enregistre-resultat-ier-f2137,"Verbalisation électronique (TePV) :
  - Certification ANTAI, légitimant les procédures.
  - Utilisation de technologies sécurisées, assurant l'intégrité et la confidentialité des données.
  - Intégration de fonctionnalités avancées, optimisant l'efficacité des interventions sur le terrain.
 - Une Hotline niveau 1 disponible 7J/7 et 24H/24 avec une possibilité de pilotage à distance.

Forfait post-stationnement (TeFPS) et modules associés :
 - Système complet, incluant le Recours administratif préalable obligatoire (RAPO), service ayants droit et abonnés, serveur FPS, et concentrateur de tickets virtuels, assurant une gestion exhaustive et transparente du stationnement.
 - Intégration de mécanismes de sécurisation des transactions et de gestion des contestations, garantissant une procédure fiable et équitable.
 - Utilisation de protocoles de communication sécurisés, assurant la confidentialité des données et la protection des informations sensibles.
 - Interfaçabilité avec les principaux outils du marché utilisés par les polices municipales tels que concentrateurs, serveurs de tickets, véhicules LAPI.

Contrôle du stationnement payant LAPI :
 - Déploiement d'un dispositif performant permettant la lecture automatique des plaques d'immatriculation des véhicules, augmentant l'efficacité des opérations de contrôle.
  - Intégration de technologies de reconnaissance optique de caractères pour une identification précise des véhicules, réduisant les risques d'erreur.
 - Liaison avec des bases de données centralisées pour une validation rapide et efficace des informations recueillies"
28,ville de Bourg-en-Bresse,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
29,ville de Bourges,VIZZIA,a pour client,https://www.vizzia.com/nos-references,"Page not found
The page you are looking for doesn't exist or has been moved."
30,ville de Calais,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
31,ville de Cannes,VIDETICS,est utilisé par,https://www.assemblee-nationale.fr/dyn/17/rapports/cion_lois/l17b1156_rapport-information,"Mission d’information flash sur le bilan des jeux olympiques et paralympiques dans le domaine de la sécurité


Accéder à la page de la mission flash"
32,ville de Cannes,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
33,ville de Chalon-sur-Saône,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
34,ville de Chambéry,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
35,ville de Chamonix,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
36,ville de Chanteloup les vignes,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
37,ville de Chartres Métropole,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
38,ville de Chatou,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
39,ville de Colmar,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
40,ville de Courchevel,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
41,ville de Donzère,VIZZIA,a pour client,https://www.vizzia.com/nos-references,"Page not found
The page you are looking for doesn't exist or has been moved."
42,ville de Douai,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
43,ville de Dunkerque,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
44,ville de Garges-lès-Gonesse,VIZZIA,a pour client,https://www.vizzia.com/nos-references,"Page not found
The page you are looking for doesn't exist or has been moved."
45,ville de Grand Nancy,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
46,ville de Grenoble,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
47,ville de Juvisy sur orge,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
48,ville de La Baule,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
49,ville de La garennes colombes,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
50,ville de Laval,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
51,ville de Levallois,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
52,ville de Libourne,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
53,ville de Lille,EQUANS,a pour client,https://www.ugap.fr/editeurs-logiciels/ineo-tinea-f19771,"BELVEDERE : Solution d'interconnexion vidéo. Étender vos capacités de suivi et d'investigation en fédérant les ressources de vidéoprotection du territoire.

Depuis 2012, INEO TINEA accompagne les différents services de l'état français et propose aux autorités une solution éprouvée permettant de fédérer, d'accéder depuis une interface unique aux flux vidéo en provenance des différents acteurs du territoire : 
les villes, agglomérations, transports, centres commerciaux, ERP…
Cette solution apporte une réponse aux besoins spécifiques d'interconnexion entre plusieurs VMS du marché. Les partenaires vidéo sont confondus dans une seul IHM pour permettre une utilisation fluide et efficace.
L’exploitation des flux vidéo est faite depuis des postes d’exploitations, des murs d’images, des terminaux mobiles ou sur un navigateur. 

BELVEDERE est développé autour du VMS Milestone Xprotect Corporate pour permettre de décoder un flux vidéo de haute qualité, de bénéficier d'une solution robuste et évolutive, de permettre la visualisation des flux vidéo depuis des terminaux mobiles. 
La solution est conforme aux exigences SSI du Ministère de l'intérieur.
Fort de notre expérience, BELVEDERE a développé une version opérationnelle avec des fonctionnalités indispensables comme un gestionnaire de cartographie commun à tous les partenaires, une gestion du nombre de flux visualisé en temps réel,  une IHM de visualisation pour l’ensemble des caméras partenaires.

Dans le cadre d’une évolution constante de nos fonctionnalités, BELVEDERE développe des améliorations adaptées aux besoins opérationnels."
54,ville de Lyon,IER,a pour client,https://www.ugap.fr/editeurs-logiciels/impression-enregistre-resultat-ier-f2137,"Verbalisation électronique (TePV) :
  - Certification ANTAI, légitimant les procédures.
  - Utilisation de technologies sécurisées, assurant l'intégrité et la confidentialité des données.
  - Intégration de fonctionnalités avancées, optimisant l'efficacité des interventions sur le terrain.
 - Une Hotline niveau 1 disponible 7J/7 et 24H/24 avec une possibilité de pilotage à distance.

Forfait post-stationnement (TeFPS) et modules associés :
 - Système complet, incluant le Recours administratif préalable obligatoire (RAPO), service ayants droit et abonnés, serveur FPS, et concentrateur de tickets virtuels, assurant une gestion exhaustive et transparente du stationnement.
 - Intégration de mécanismes de sécurisation des transactions et de gestion des contestations, garantissant une procédure fiable et équitable.
 - Utilisation de protocoles de communication sécurisés, assurant la confidentialité des données et la protection des informations sensibles.
 - Interfaçabilité avec les principaux outils du marché utilisés par les polices municipales tels que concentrateurs, serveurs de tickets, véhicules LAPI.

Contrôle du stationnement payant LAPI :
 - Déploiement d'un dispositif performant permettant la lecture automatique des plaques d'immatriculation des véhicules, augmentant l'efficacité des opérations de contrôle.
  - Intégration de technologies de reconnaissance optique de caractères pour une identification précise des véhicules, réduisant les risques d'erreur.
 - Liaison avec des bases de données centralisées pour une validation rapide et efficace des informations recueillies"
55,ville de Lyon,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
56,ville de Malakoff,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
57,ville de Marseille,EQUANS,a pour client,fiche_19771_Presentation_Generale_Equans_Digital_(avec_pôles).pdf,
58,ville de Marseille,SNEF,a pour client,https://gomet.net/snef-connect-marseille-porte-par-le-marche-de-la-videoprotection-urbaine/,"Historiquement spécialisé en électricité navale, le groupe indépendant marseillais Snef s’est progressivement diversifié dans d’autres secteurs en croissance. Depuis deux ans, son entité Snef Connect, dédiée aux solutions de sécurité et de sûreté, connaît un regain d’activité dans le domaine de la vidéoprotection urbaine. A l’origine de ce développement : un marché remporté auprès de la centrale d’achat publique, l’Ugap.Snef, groupe marseillais de 13 000 collaborateurs, créé en 1905, dans l’activité d’électricité navale, est désormais très diversifiés avec multiples activités dans les métiers de conception, d’intégration et de maintenance dans les domaines de l’électricité, des télécommunications, des procédés industriels, de la mécanique ou encore de l’industrie 4.0. « La vieille dame » marseillaise a su progressivement se développer, au gré des opportunités et des acquisitions, sur d’autres marchés en croissance. Au fil des décennies, sont ainsi nés Snef Nucléaire (Snef Power Services), Snef Télécom… Il y a une quinzaine d’années, Snef Connect a également vu le jour, entité rattachée à la « BU France » et regroupant les solutions de sûreté.Yann Sadey, directeur Provence Alpes Côte d’Azur de Snef Connect (Crédit AG)Aujourd’hui, cette activité orientée « big data » et « transition numérique » occupe environ 90 personnes à Marseille sur les 3 000 salariés estimés sur la métropole Aix Marseille Provence. Leur métier ? Assembler, intégrer et commercialiser des solutions globales homogènes de « courant faible » pour la sûreté et la sécurité. L’entité réalise 26 millions d’euros de chiffre d’affaires par an en moyenne, selon son directeur commercial Yann Sadey, dont 45 % dans une nouvelle activité qui se développe à vitesse grand V : la vidéo protection urbaine. « Ça se généralise en France. En fonction du nombre de caméras installées, le montant des projets s’étale de 10 000 à plusieurs centaines de milliers d’euros », évalue Yann Sadey, directeur Provence Alpes Côte d’Azur de Snef Connect, présent sur le salon Access Security, qui avait lieu les 9 et 10 mars au Parc Chanot à Marseille.Un marché de la centrale d’achat d’État l’UgapSnef Connect est aujourd’hui portée par un marché gagné il y a deux ans : celui de la centrale d’achat d’État l’Ugap (Union des groupements d’achats publics), portant sur la fourniture de solutions de vidéosurveillance, de contrôle d’accès, d’hypervision et de détection des intrusions pour les collectivités locales hexagonales. Snef Connect est devenue le fournisseur de référence des villes françaises sur ces sujets, y compris celles de la métropole Aix Marseille Provence qui s’équipent les unes après les autres : Marseille, Septèmes-les-Vallons, La Ciotat, Cassis… « Les premières villes ont commencé à s’équiper, il y a une dizaine d’années », rappelle Yann Sadey. Le recours progressif à ces technologies s’est accompagné d’un changement d’appellation : on ne dit plus « vidéosurveillance » mais « vidéoprotection ». La majorité de gauche à la Ville de Marseille, un temps critique, semble désormais convertie à l’installation de nouvelles caméras.Des algorithmes de plus en plus élaborésEn la matière, les solutions sont de plus en plus élaborées. « C’est un marché mondial très ouvert. Des start-ups sont à l’origine d’algorithmes toujours plus performants », témoigne Yann Sadey. La vidéo intelligente, par exemple, permet de faciliter le travail intuitif de détection des forces de police et des gendarmes, en orientant leur regard sur certaines caméras où des événements suspects ont été détectés, comme une rue où un piéton commence à courir. Un domaine forcément sensible et encadré : « La CNIL fait office de gendarme. La reconnaissance faciale, par exemple, est très normée. Il faut pouvoir justifier son recours. Cela nécessite le respect de protocoles spécifiques ».Le futur de ces technologies ? Leur intégration progressive dans les « smart city » grâce à des capteurs reliés à un centre de supervision, pour informer en temps réel les populations d’événements divers : une intrusion dans des bâtiments, mais aussi le niveau de la qualité de l’air ou le débordement de poubelles dans un quartier.Liens utiles :> Snef a réalisé 1 131 millions d’euros de chiffre d’affaires et emploie 13 000 personnes en 2020, selon les éléments déclarés par le groupe. Lire le rapport annuel d’activité de Snef> Sécurité à Marseille : dialogue à distance entre Yannick Ohanessian et Gérald Darmanin"
59,ville de Massy,XXII GROUP,a pour client,https://www.ugap.fr/xxii-f17412,"XXIICORE est une plateforme complète et entièrement paramétrable d'analyse automatique d'image vidéo qui est capable grâce à ses algorithmes et à l'IA d’effectuer des analyses fines et à hautes performances.

La vision par ordinateur en IA (intelligence artificielle) se déploie simplement sur une infrastructure existante de vidéoprotection qui vient apporter de la puissance pour l'analyse automatique de l'environnement observé.
Les détections effectuées par les algorithmes en IA de XXIICORE informent en temps réel les opérateurs dans le but d'une prise de décision rapide et optimale, guidée par des tableaux de bord et des alertes paramétrées sur la plateforme.
Facilement configurable, la vision par ordinateur automatise certaines tâches d'observation chronophages, mobilisatrices et permet ainsi aux opérateurs de se concentrer sur le cœur de leurs missions.

La plateforme XXIICORE peut se décliner en solutions adaptées aux différents métiers de l'observation et de la surveillance vidéo comme par exemple :  La surveillance et le comptage de trafic routier ou humain, la détection d'intrusions, la surveillance de dépôts sauvages, la gestion de regroupements humains ou de files d'attente. 
XXII GROUP propose notamment une déclinaison SMARTCITY de XXIICORE qui permet aux collectivités territoriales d’analyser en temps réel les flux vidéo des caméras déjà installées.

La plate-forme XXIICORE est mise à jour deux fois par an, ce qui garantit l’amélioration continue de son fonctionnement et l’apport régulier de nouvelles fonctionnalités."
60,ville de Méru,VIZZIA,a pour client,https://mamot.fr/@LaQuadrature/113401936237955107,"Des habitantes de nombreuses villes ont déjà fait la démarche comme à Montrouge, Toulouse, Bouguenais, Montreuil, Nice, Embrun,  Wintzenheim, Strasbourg... Vous aussi, demandez l'interdiction dans votre commune et diffusez le à l'aide d'affiches et de visuels !"
61,ville de Metz,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
62,ville de Mézieux,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
63,ville de Montélimar,VIZZIA,a pour client,https://www.vizzia.com/nos-references|https://www.ugap.fr/editeurs-logiciels/alphaiota-vizzia-f31826,"Page not found
The page you are looking for doesn't exist or has been moved."
64,ville de Montpellier,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
65,ville de Montrouge,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
66,ville de Morzine-Avoriaz,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
67,ville de Mulhouse,VIZZIA,a pour client,https://www.vizzia.com/nos-references,"Page not found
The page you are looking for doesn't exist or has been moved."
68,ville de Mulhouse,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
69,ville de Nancy,IER,a pour client,https://www.ugap.fr/editeurs-logiciels/impression-enregistre-resultat-ier-f2137,"Verbalisation électronique (TePV) :
  - Certification ANTAI, légitimant les procédures.
  - Utilisation de technologies sécurisées, assurant l'intégrité et la confidentialité des données.
  - Intégration de fonctionnalités avancées, optimisant l'efficacité des interventions sur le terrain.
 - Une Hotline niveau 1 disponible 7J/7 et 24H/24 avec une possibilité de pilotage à distance.

Forfait post-stationnement (TeFPS) et modules associés :
 - Système complet, incluant le Recours administratif préalable obligatoire (RAPO), service ayants droit et abonnés, serveur FPS, et concentrateur de tickets virtuels, assurant une gestion exhaustive et transparente du stationnement.
 - Intégration de mécanismes de sécurisation des transactions et de gestion des contestations, garantissant une procédure fiable et équitable.
 - Utilisation de protocoles de communication sécurisés, assurant la confidentialité des données et la protection des informations sensibles.
 - Interfaçabilité avec les principaux outils du marché utilisés par les polices municipales tels que concentrateurs, serveurs de tickets, véhicules LAPI.

Contrôle du stationnement payant LAPI :
 - Déploiement d'un dispositif performant permettant la lecture automatique des plaques d'immatriculation des véhicules, augmentant l'efficacité des opérations de contrôle.
  - Intégration de technologies de reconnaissance optique de caractères pour une identification précise des véhicules, réduisant les risques d'erreur.
 - Liaison avec des bases de données centralisées pour une validation rapide et efficace des informations recueillies"
70,ville de Nice,IER,a pour client,https://www.ugap.fr/editeurs-logiciels/impression-enregistre-resultat-ier-f2137,"Verbalisation électronique (TePV) :
  - Certification ANTAI, légitimant les procédures.
  - Utilisation de technologies sécurisées, assurant l'intégrité et la confidentialité des données.
  - Intégration de fonctionnalités avancées, optimisant l'efficacité des interventions sur le terrain.
 - Une Hotline niveau 1 disponible 7J/7 et 24H/24 avec une possibilité de pilotage à distance.

Forfait post-stationnement (TeFPS) et modules associés :
 - Système complet, incluant le Recours administratif préalable obligatoire (RAPO), service ayants droit et abonnés, serveur FPS, et concentrateur de tickets virtuels, assurant une gestion exhaustive et transparente du stationnement.
 - Intégration de mécanismes de sécurisation des transactions et de gestion des contestations, garantissant une procédure fiable et équitable.
 - Utilisation de protocoles de communication sécurisés, assurant la confidentialité des données et la protection des informations sensibles.
 - Interfaçabilité avec les principaux outils du marché utilisés par les polices municipales tels que concentrateurs, serveurs de tickets, véhicules LAPI.

Contrôle du stationnement payant LAPI :
 - Déploiement d'un dispositif performant permettant la lecture automatique des plaques d'immatriculation des véhicules, augmentant l'efficacité des opérations de contrôle.
  - Intégration de technologies de reconnaissance optique de caractères pour une identification précise des véhicules, réduisant les risques d'erreur.
 - Liaison avec des bases de données centralisées pour une validation rapide et efficace des informations recueillies"
71,ville de Nice,WINTICS,a pour client,https://www.ugap.fr/bff/bff-fiche-fournisseur-prod/api/v1/fiches/23787/documents/17729/actions/telecharger,
72,ville de Nice,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
73,ville de Nime,WINTICS,a pour client,https://www.ugap.fr/bff/bff-fiche-fournisseur-prod/api/v1/fiches/23787/documents/17729/actions/telecharger,
74,ville de Nîmes,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
75,ville de Paris,IER,a pour client,https://www.ugap.fr/editeurs-logiciels/impression-enregistre-resultat-ier-f2137,"Verbalisation électronique (TePV) :
  - Certification ANTAI, légitimant les procédures.
  - Utilisation de technologies sécurisées, assurant l'intégrité et la confidentialité des données.
  - Intégration de fonctionnalités avancées, optimisant l'efficacité des interventions sur le terrain.
 - Une Hotline niveau 1 disponible 7J/7 et 24H/24 avec une possibilité de pilotage à distance.

Forfait post-stationnement (TeFPS) et modules associés :
 - Système complet, incluant le Recours administratif préalable obligatoire (RAPO), service ayants droit et abonnés, serveur FPS, et concentrateur de tickets virtuels, assurant une gestion exhaustive et transparente du stationnement.
 - Intégration de mécanismes de sécurisation des transactions et de gestion des contestations, garantissant une procédure fiable et équitable.
 - Utilisation de protocoles de communication sécurisés, assurant la confidentialité des données et la protection des informations sensibles.
 - Interfaçabilité avec les principaux outils du marché utilisés par les polices municipales tels que concentrateurs, serveurs de tickets, véhicules LAPI.

Contrôle du stationnement payant LAPI :
 - Déploiement d'un dispositif performant permettant la lecture automatique des plaques d'immatriculation des véhicules, augmentant l'efficacité des opérations de contrôle.
  - Intégration de technologies de reconnaissance optique de caractères pour une identification précise des véhicules, réduisant les risques d'erreur.
 - Liaison avec des bases de données centralisées pour une validation rapide et efficace des informations recueillies"
76,ville de Paris,VIZZIA,a pour client,https://www.vizzia.com/nos-references|https://www.ugap.fr/editeurs-logiciels/alphaiota-vizzia-f31826,"Page not found
The page you are looking for doesn't exist or has been moved."
77,ville de Paris,WINTICS,a pour client,https://www.ugap.fr/bff/bff-fiche-fournisseur-prod/api/v1/fiches/23787/documents/17729/actions/telecharger,
78,ville de Pau,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
79,ville de Perret,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
80,ville de Pierrefitte,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
81,ville de Puteaux,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
82,ville de Quimper,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
83,ville de Rennes,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
84,ville de Roanne,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
85,ville de Rueil Malmaison,AVM INTEGRATION,a pour client,fiche_15485_Références_CAPT_IMMAT.pdf,
86,ville de Saint-Brieuc,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
87,ville de Saint­-Etienne,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
88,ville de Saint-Etienne,EQUANS,a pour client,https://www.ugap.fr/ineo-f19771,"BELVEDERE : Solution d'interconnexion vidéo. Étender vos capacités de suivi et d'investigation en fédérant les ressources de vidéoprotection du territoire.

Depuis 2012, INEO TINEA accompagne les différents services de l'état français et propose aux autorités une solution éprouvée permettant de fédérer, d'accéder depuis une interface unique aux flux vidéo en provenance des différents acteurs du territoire : 
les villes, agglomérations, transports, centres commerciaux, ERP…
Cette solution apporte une réponse aux besoins spécifiques d'interconnexion entre plusieurs VMS du marché. Les partenaires vidéo sont confondus dans une seul IHM pour permettre une utilisation fluide et efficace.
L’exploitation des flux vidéo est faite depuis des postes d’exploitations, des murs d’images, des terminaux mobiles ou sur un navigateur. 

BELVEDERE est développé autour du VMS Milestone Xprotect Corporate pour permettre de décoder un flux vidéo de haute qualité, de bénéficier d'une solution robuste et évolutive, de permettre la visualisation des flux vidéo depuis des terminaux mobiles. 
La solution est conforme aux exigences SSI du Ministère de l'intérieur.
Fort de notre expérience, BELVEDERE a développé une version opérationnelle avec des fonctionnalités indispensables comme un gestionnaire de cartographie commun à tous les partenaires, une gestion du nombre de flux visualisé en temps réel,  une IHM de visualisation pour l’ensemble des caméras partenaires.

Dans le cadre d’une évolution constante de nos fonctionnalités, BELVEDERE développe des améliorations adaptées aux besoins opérationnels."
89,ville de Saint-Maur-des-Fossés,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
90,ville de Saint-Tropez,VIZZIA,a pour client,https://www.vizzia.com/nos-references|https://www.ugap.fr/editeurs-logiciels/alphaiota-vizzia-f31826,"Page not found
The page you are looking for doesn't exist or has been moved."
91,ville de Saint-Tropez,CASD,a pour client,fiche_17224_CASD_plaquette.pdf,
92,ville de Saint-Denis,TWO-I,est utilisé par,https://www.mediapart.fr/journal/france/300724/en-catimini-saint-denis-achete-un-logiciel-de-surveillance-algorithmique,"Les cookies et technologies similaires que nous utilisons sur Mediapart sont de différentes natures et nous permettent de poursuivre différentes finalités.  Certains sont nécessaires au fonctionnement du site et de l’application mobile (vous ne pouvez pas les refuser). D’autres sont optionnels mais contribuent à faciliter votre expérience de lecteur ou de lectrice et d’une certaine façon à soutenir Mediapart. Vous pouvez les refuser ou les accepter ci-dessous, selon leurs finalités.  Acceptez-vous que Mediapart utilise des cookies ou technologies similaires pour les finalités suivantes ?  Vous pouvez faire votre choix, pour chaque catégorie, en activant ou désactivant le bouton interrupteur.
                    


Nécessaires au fonctionnementdu site ou de l’application

Connexion des abonné·es, mesure d’audience anonymisée, envoi des notifications push, suivi des pannes, mise en avant de nos services : ces outils sont nécessaires au suivi de l’activité de nos services et à leur bon fonctionnement.

                                    en savoir plus
                                    




Voici les différents cookies et technologies similaires compris dans cette catégorie :

Cookies d’authentification : connexion des abonné·es.
AT Internet : mesure d’audience anonymisée
Affichage de contenus éditoriaux multimédias : vidéos (YouTube, Dailymotion, Vimeo, INA), réseaux sociaux (Facebook, Instagram, Pinterest, Twitter), documents (Scribd, Document Cloud, Slideshare), sons (SoundCloud, Spotify, Deezer), cartes (Google Maps, Mapbox, CartoDB, uMap), infographies (Highcharts, GitHub, Datawrapper, Flourish, Infogram, ThingLink, jQuery, Google Fonts, Bootstrap), live blogs (24liveblog, CoverItLive), aide à l’intégration de média dans les publications Journal et Club (Embedly).
Typeform : questionnaires facultatifs pour recueillir les avis des lecteurs sur nos produits numériques.
Datadog (uniquement sur le site web) : indicateurs techniques et équilibrage de charge.
Selligent (uniquement sur le site web) : communication avec l’abonné·e, mise en avant des services, offres et avantages.
Batch (uniquement sur l’application) : envoi de notifications push et de messages in-app.
Firebase Cloud Messaging (uniquement sur l’application) : nécessaire au fonctionnement des notifications push sur Android.
Microsoft App Center (uniquement sur l’application) : système de mise à jour et de suivi des pannes de l’application.




Ces outils nous permettent de recueillir des statistiques de fréquentation du site et de l’application mobile pour comprendre les usages, détecter d’éventuels problèmes et optimiser l’ergonomie de nos produits.

                                    en savoir plus
                                    




Voici les outils tiers compris dans cette catégorie :

AT Internet : mesure d’audience reliée à l’identifiant d’abonné·e.
CrazyEggs (uniquement sur le site web) : analyse de parcours client.
Nonli (uniquement sur le site web) : permet à notre équipe des réseaux sociaux de publier les contenus Mediapart sur les réseaux sociaux.
Qiota (uniquement sur le site web) : gestion du système de datawall.




Il n’y a pas de publicité sur Mediapart. Mais nous faisons la promotion de nos contenus et services sur d’autres sites et réseaux sociaux. Pour cela, nous utilisons les technologies mises à disposition par certains acteurs publicitaires.

                                    en savoir plus
                                    




Voici les outils tiers compris dans cette catégorie :

Facebook (uniquement sur le site web) : ciblage d’audience sur les réseaux sociaux pour faire la promotion de Mediapart.





Gestion de l’accès aux contenus

Nous utilisons le service Qiota d’Opper Marketing Suite pour configurer l’activation d’un datawall sur certains de nos contenus (uniquement sur le site web). Ce dispositif destiné aux utilisateur·ices non abonné·es requiert la saisie d’une adresse email pour accéder aux contenus concernés. En fournissant cette information, l’utilisateur consent à sa collecte, son stockage et son utilisation à des fins statistiques. Conformément à la réglementation en vigueur, les utilisateurs disposent d’un droit d’accès, de rectification et de suppression de leurs données, qu’ils peuvent exercer en contactant dpo@opper.io.

Enregistrer et fermer"
